Topic,Abstract
flat earth,"[1] We investigate the long-period source spectra of oceanic transform earthquakes and find that previously proposed slow rupture components can be explained as artifacts generated by the modeling procedure. We use low-frequency (≤20 mHz) Rayleigh and Love waves to calculate the amplitude spectra of five earthquakes on the Romanche and Chain transform faults in the equatorial mid-Atlantic Ocean. We find that errors and approximations in the centroid depth, focal mechanism, and earth structure at the source have significant effects on the shape of the source spectra. If global catalog values and an average crustal model are assumed, the spectra exhibit apparent anomalous energy at long periods which has previously been interpreted as a result of slow rupture. We recalculate the source spectra using precise, independently determined depths and moment tensors and a more realistic oceanic crustal structure in the source region. The resulting source spectra are flat at long periods with no indication of anomalous long-period energy. Our results imply that oceanic transform earthquakes do not commonly have detectable slow rupture components."
flat earth,"Precursors to the 1991 Eruptions On July 16, 1990, a magnitude 7.8 earthquake (comparable in size to the great 1906 San Francisco, California, earthquake) struck about 60 miles (100 kilometers) northeast of Mount Pinatubo on the island of Luzon in the Philippines, shaking and squeezing the Earth’s crust beneath the volcano. At Mount Pinatubo, this major earthquake caused a landslide, some local earthquakes, and a short-lived increase in steam emissions from a preexisting geothermal area, but otherwise the volcano seemed to be continuing its 500-year-old slumber undisturbed. In March and April 1991, however, molten rock (magma) rising toward the surface from more than 20 miles (32 kilometers) beneath Pinatubo triggered small The Eruptions From June 7 to 12, the first magma reached the surface of Mount Pinatubo. Because it had lost most of the gas contained in it on the way to the surface (like a bottle of soda pop gone flat), the magma oozed out to form a lava dome but did not cause an explosive eruption. However, on June 12 (Philippine Independence Day), millions of cubic yards of gas-charged magma reached the surface and exploded in the reawakening volcano’s first spectacular eruption. When even more highly gas charged magma reached Pinatubo’s surface on June 15, the volcano exploded in a cataclysmic eruption that ejected more than 1 cubic mile (5 cubic kilometers) of material. The ash cloud from this climactic eruption rose 22 miles (35 kilometers) into the air. At lower altitudes, the ash was blown in all directions by the intense cyclonic winds of a coincidentally occurring typhoon, and winds at higher altitudes blew the ash southwestward. A blanket of A huge cloud of volcanic ash and gas rises above Mount Pinatubo, Philippines, on June 12, 1991. Three days later, the volcano exploded in the second-largest volcanic eruption on Earth in this century. Timely forecasts of this eruption by scientists from the Philippine Institute of Volcanology and Seismology and the U.S. Geological Survey enabled people living near the volcano to evacuate to safer distances, saving at least 5,000 lives."
flat earth,"Productivity studies have shown that plants with marked vertical extension of photosynthetic crown can be more productive per unit area of land or water occupied than plants whose photosynthetic surface is spread in a thin horizontal sheet on the earth's surface if environmental factors are not otherwise limiting. Geometric models including a flat disc and cones of several heights but constant base radius show that heightening cones intercept progressively more light. Amount of chlorophyll displayed per unit area of earth's surface can also increase greatly with vertical extension of aerial crown. These observations suggest that thickness, geometric configuration, and chlorophyll content of the photosynthetic portion of the vegetation per unit area of earth's surface, and light intensity incident on surfaces at right angles to sun's rays should be measured and described as basic data in primary productivity studies. See full-text article at JSTOR"
flat earth,"A neotectonic joint is a crack which propagated in a tectonic stress field that has persisted with little or no change of orientation until the present day. Investigating neotectonic joints is of value because the approximate orientation of the contemporary stress field can be inferred from them. Although exposed neotectonic joints in the flat-lying sedimentary rocks of some cratons are related to regional stress fields, their initiation and propagation occurred close to the Earth’s surface. For example, neotectonic joints in the centre of the Ebro basin (N. Spain) preferentially developed in a thin, near-surface channel sited within a sequence of weak Miocene limestones underlying the upper levels of plateaux. The Ebro basin joints strike uniformly NNW-SSE throughout an area of at least 10 000 km2 and they are parallel or subparallel to the direction of greatest horizontal stress extrapolated from in situ stress measurements and fault-plane solutions of earthquakes."
flat earth,"HF radar and communication systems take advantage of surface wave propagation at the interface of the sea to overcome the radioelectric horizon limitation. The paper reviews electromagnetic fields excited by a vertical electric dipole over both a flat and a spherical Earth in order to focus on the surface wave. In a first time, classical Norton and Zenneck results are discussed and compared with a modal decomposition technique for a plane interface. Secondly, the field on a spherical Earth is considered. Fock formulation is applied in the last part of this communication. Even if the expressions of these fields are not similar, the results are in good agreement. This make the way for analytic isolation of surface wave contribution whatever the antenna design."
flat earth,"Venera 13 and Venera 14 have determined for the first time ever the elemental composition of the Venusian rocks at the probes' landing sites. To study Venusian rocks, rolling upland and flat lowland have been chosen as the most typical of the entire planetary surface. Venera 13 landed on the rolling upland, while Venera 14 landed in the region with lower topography. The chemical composition of the rock at the Venera 13 landing site proved to be similar to the composition of potassium alkaline basalts of the earth's crust, rocks which can be found on oceanic islands and in rift zones. The chemical composition of the rock at the Venera 14 landing site is similar to that of tholeiitic basalts of the oceanic crust of the earth. The comparison of new data on the composition of Venusian rocks with the composition of the rocks of similar provinces on the earth and the moon shows that the evolution of the surface and crust of Venus was not similar to that of the earth and especially not that of the moon."
flat earth,"Observations of the Earth's thermospheric dayglow were obtained on August 10, 1982, from Poker Flat, Alaska, using a rocket-borne spectrometer covering the wavelength range 1950 to 2170 A. This part of the spectrum is dominated by emissions from the gamma, delta and epsilon bands of nitric oxide. Column densities of nitric oxide were determined by fitting these bands with synthetic spectra. At low altitudes the (1, 0) and (2, 0) gamma bands exhibit large self-absorption. Three bands of the weak NO epsilon system, (0, 1), (0, 2), and (0, 3) were positively identified and used to determine NO densities between 105 and 125 km. The fluorescence efficiency of the NO delta bands was found to be ∼0.25 based on the fit to synthetic spectra. A one-dimensional diffusive photochemical model of the earth's thermosphere was used for comparison with the rocket observations. The data was reproduced by the model using a 10 keV characteristic energy for the primary aurora electrons with a constant flux of 0.5 ergs cm−2 s−1. The production yield of N(²D) from the dissociation of N2 by electron impact used in this calculation was 0.6. An analysis was performed to show the sensitivity of the conclusions to the various model parameters."
flat earth,"The river Ganges and its tributaries, and the flat and fertile plain through which they flow, are one of earth's great natural resources. For thousands of years abundant water and generous land have provided the foundation for a highly developed civilization based on agriculture and for one of the world's largest concentrations of human populations. But farming is mainly traditional and at a subsistence level, with little surplus, and as a result the population has remained overwhelmingly rural and most people are desperately poor. Although irrigation from canals and wells has been practiced for millennia, chiefly as a protection against the uncertainties of the monsoon rains, the water resources are largely untapped; the small fraction of water used for irrigation is poorly managed and its productivity is low. Deeply embedded cultural, social, and economic problems inhibit modernization of agriculture and fuller utilization of the water resources. Capital investments and technological changes on a large scale are also required. As experience elsewhere shows, the introduction of technological changes on the required scale might break the chains of tradition and injustice that now bind the people in misery and poverty."
flat earth,"We report the first waveguide laser based on a rare-earth-doped sesquioxide. A 2 microm thick lattice matched Nd(0.5%):(Gd, Lu)(2)O(3) film with a nearly atomically flat surface has been epitaxially grown on a Y(2)O(3) substrate, using pulsed laser deposition. The film has been structured with reactive ion etching and a rib channel waveguide laser has been realized. Laser radiation at 1075 nm and 1079 nm has been observed under 820-nm pumping. The laser possesses a threshold power of about 0.8 mW and a preliminary slope efficiency of 0.5% versus incident pump power. A maximum output power of 1.8 mW has been obtained for 370 mW incident pump power."
flat earth,"Four distinct granitic series developed during the evolution of the Archean Abitibi Southern Volcanic Zone (SVZ): (1) A minor synvolcanic tonalite–trondhjemite–granodiorite (TTG) series was emplaced at ~2700 Ma, which has extremely low K2O (<1.5 wt.%), Rb (<50 ppm), and Sr (<200 ppm), higher Nb, Y, and Sc, flat rare-earth-element (REE) patterns, and negative Eu anomalies. (2) A voluminous tonalite – granodiorite – granite – quartz monzonite (TGGM) series developed syntectonically at ~2695–2685 Ma, and displays low K2O (1–3 wt.%), Rb (10–50 ppm), Ba (<1000 ppm), and U, enhanced Sr, depletion of Ta, Nb, and Ti, and strongly fractionated REE patterns (La/Ybn = 49–21). (3) A late-tectonic quartz syenite – quartz monzonite – granite (SMG) series was emplaced from ~2685 to 2675 Ma, and is grossly similar to the TGGM but has lower CaO/(K2O + Na2O) and greater concentrations of Rb, Ba, Th, and U. (4) A late-tectonic to posttectonic alkali feldspar syenite – alkali feldspar quartz syenite (SS) series was emplaced ..."
flat earth,"We argue that we may be able to sort out dark matter models in which electrons are generated through the annihilation and/or decay of dark matter, by using a fact that the initial energy spectrum is reflected in the cosmic-ray electron flux observed at the Earth even after propagation through the Galactic magnetic field. To illustrate our idea we focus on three representative initial spectra: monochromatic, flat and double-peak ones. We find that those three cases result in significantly different energy spectra, which may be probed by the Fermi satellite in operation or an up-coming cosmic-ray detector such as CALET."
flat earth,"A model with four layered media is developed for the calculation of the radio loss in forests. In this model two lossy dielectric layers placed over a conducting flat earth are used to represent the crown and the trunk of the trees. Dyadic Green's functions in their eigenfunction expansion forms are used to analyze this model, and the electromagnetic fields are obtained from these functions. The theoretical results of the radio loss for vertical and horizontal radiating dipoles and for typical forests agree with the available experimental data. For this comparison the parameters for the layer representing the crown of the trees were estimated."
flat earth,"FOR more than a century we have founded cities and built up industries and opened up new areas for trade and agriculture without paying attention to the land itself. OUR attention has been engrossed by factories, markets, building lots ; and, as a geographer has said, we have treated the theatre of history, the land, as if it were a flat platform extended into interplanetary ether. While we laugh at the people of the Middle Ages because they thought the earth was flat, we ourselves have acted as if the contours of its rotundity were non-existent. Particularly in the more newly settled portions of the earth, and above all in America, we have disregarded the fundamental basis of our existence. We have planned our cities in rectangles ; we have laid out great territories in quarter sections; in general, we have treated the land itself as if it were a vague shadow cast by growing cities. If the fifteenth and sixteenth centuries are properly called the era of geographical discovery, the nineteenth century might well be named the period of terrestrial neglect. In the very act of seizing all the habitable parts of the earth, we have systematically misused and neglected our possession."
flat earth,"Santa Barbara Research Center has been exploring the technology related to the design, tolerance, and alignment of wide-field, all-reflecting sensors for multispectral earth observation. The goals of this study are to design an optical system with reduced fabrication risks, to develop a detailed tolerance budget, and to demonstrate our ability to align the system to a tolerance of 0.05 waves rms, at 0.6328 microns. The optical system is a three-mirror, unobscured telescope. It is telecentric and flat field over 15 degrees at F/4.5, and achieves diffraction-limited imagery at visible wavelengths. A separate paper 1 describes the design and error budget approach for the telescope. This paper reports on the effort that led to the alignment of a scaled, prototype optical system. The approach used interferometric measurements of the wavefront at multiple field points and a computer alignment algorithm to define the rigid-body adjustments of the mirrors to achieve the alignment goal."
flat earth,"R.A. Burger and M.S. Potgieter 2 1 Space Research Unit, School of Physics, Potchefstroom University, 2520 Potchefstroom, South Africa 2 International Space Science Institute, Hallerstrasse 6, CH-3012 Bern, Switzerland Abstract Drift along the heliospheric current sheet provides a natural explanation for the relatively flat intensity-time proton profile observed near Earth during A > 0 solar polarity cycles, versus the peaked profile during A 0 cycles to A 0 cycles."
flat earth,"Abstract A theory of the depth-averaged currents and sea surface elevation generated by a moving hurricane in a stratified ocean with flat bottom is presented. Using a scale analysis of the depth-integrated momentum and continuity equations, it is found that the depth-averaged currents are nearly nondivergent and determined entirely by the wind stress curl. Earth's rotation and ocean stratification have negligible effects. The sea surface elevation is decomposed into four physically different parts caused by geostrophic adjustment to the depth-averaged currents, wind stress divergence, inverted barometer offset, and baroclinic effects. When a hurricane moves with a uniform speed, it generates quasi-stationary, alongtrack, elongated depth-averaged currents. The sea surface elevation remaining after the hurricane passage is a combination of a trough geostrophically adjusted with the depth-averaged currents and a sea surface elevation associated with baroclinic effects. The barotropic response is analysed fo..."
flat earth,"Summary 
 
Some plates deform across zones that are many hundreds to thousands of kilometres wide, much broader than traditional boundaries such as mid-ocean ridges, deep-sea trenches and oceanic transform faults, across which most deformation is concentrated in a zone just a few kilometres wide. These wide zones of deformation, commonly referred to as diffuse plate boundaries, occur in both continental and oceanic lithosphere. Composite plates are composed of two or more rigid, or nearly rigid, component plates separated by one or more diffuse plate boundaries (Royer & Gordon 1997); such ‘complete’ diffuse boundaries are terminated at both ends by triple junctions (although there are other diffuse boundaries that transform into narrow boundaries). Here we consider the dynamics of complete diffuse oceanic plate boundaries by constructing simple analytical models on a flat earth and on a spherical earth assuming that the viscous force resisting deformation is described by either a linear Newtonian law or a high-exponent power law. 
 
 
 
We investigate the observed tendency for the pole of relative motion between component plates separated by a diffuse plate boundary to lie within the diffuse boundary itself. We show that this tendency is due to geometrical effects that make it unlikely that the total torque acting between plates at a diffuse boundary could be oriented such that relative rotation occurs between the plates about a pole lying outside the boundary. This is demonstrated for both flat and spherical earth cases, assuming that resistance to strain along the diffuse boundary increases linearly with stress (Newtonian rheology). We further show that the pole of rotation is even more likely to lie in the diffuse plate boundary if the viscous force resisting deformation is described by a high-exponent power law rather than a Newtonian law."
flat earth,"New formulas for the electric and magnetic fields produced by the four elementary dipole antennas have been developed for the subsurface-to-subsurface propagation case. The formulas are of rather simple, but useful, form and are completely general (i.e., the air can easily be replaced by the sea bottom). They are valid at any frequency and at any range beyond a certain minimum distance for the flat-earth case. They are especially applicable at extremely low frequency (ELF) for the air/sea and sea/ seabed propagatipn cases. The main restrictions on these formulas are 1) the square of the index of refraction is greater than or equal to 10 and 2) the horizontal separation is greater than or equal to 3 times the sum of the depths of burial of the transmitting and receiving point sources. With these new formulas, computer evaluation can be reduced to fractions of a minute, compared with hours for the complete numerical evaluation of the exact Sommerfeld integrals. The formulas also exhibit an interference pattern set up under certain close-range conditions. The three waves (direct, modified mirror image, and lateral) may interfere, either constructively or destructively, with each other."
flat earth,"Expressions are derived for the transient fields of a short vertical antenna, situated on a smooth spherical conducting earth, and energized by a current which is discontinuous in time. When the antenna current is a linear function of time, the radiation field on a flat perfectly conducting earth is of step-function form. The departure from the step shape of the field is shown to be due to the finite conductivity and dielectric constant of the ground, the induction and static fields of the antenna, and the curvature of the earth."
flat earth,"Abstract The multispectral imager on the Near-Earth Asteroid Rendezvous spacecraft has been subjected to a comprehensive series of inflight tests to validate its radiometric characteristics measured onground and to characterize instrument stability, pointing, geometric distortion, coalignment with other instruments, and light-scattering characteristics under flight conditions. The results of these tests, described herein, support the conversion of images of 253 Mathilde and 433 Eros into scientifically valid products with known geometric and radiometric characteristics. Key results include stability of dark current during cruise to within 1 data number; stability of the flat field to within the limits of inflight detectability; absolute radiometric accuracy of ∼5%, with no evident systematic change with time; validation of the focal length with an inflight measurement of 166.85 mm, compared to 167.0±0.2 mm derived onground; measurement of coalignment with the near-infrared spectrometer under flight conditions; and quantification of the intensity and distribution of scattered light."
flat earth,The Hutti-Maski schist belt in the eastern Dharwar craton consists predominantly of mafic metavolcanics metamorphosed to amphibolite facies. The amphibolites are tholeiitic in composition with higher abundances of iron and with flat to LREE enriched rare earth patterns. Modelling of major and trace elements suggests that the tholeiitic protoliths were formed from melt enriched mantle sources by different extents of partial melting at pressures -25 kbars. The most common mafic metavolcanics in the three auriferous schist belts of eastern Dharwar craton such as the Kolar. the Ramngiri and the Hutti belts are high-iron tholeiites with LREE enriched rare earth patterns. The gold mineralization in the form of quartz-carbonate veins in the three belts is commonly hosted in high irontholeiitic protoliths. The process of formation of Fe-rich tholeiites. their metamorphism to amphibolites and their subsequent emplacement along terrane boundaries could have provided a favourable geochemical environment for gold mineralization.
flat earth,"Since the steady-state cruise path of an idealized point mass model of an atmospheric vehicle operating in the hypersonic flight regime is dynamically not fuel minimizing, closed periodic paths are numerically determined. By application of second-order conditions for local optimality, a periodic extremal path for a flat Earth is shown to be locally minimizing and produces an improvement in fuel usage of 4.2% over the steady-state cruise path. Application of these second variational conditions to extremal paths for the spherical Earth failed. Nevertheless, these paths produce improved fuel performance over the associated steady-state cruise path. UEL efficient cruise trajectories for aircraft have been a subject of continuous theoretical interest and are becoming one of practical interest as well. The analysis of aircraft trajectories for fuel minimization was first performed in a reduced state space.1""3 By neglecting the altitude and flight path angle dynamics, the equations of motion of a point mass representation of the aircraft motion reduces to the energy-state approximation where energy and fuel mass are the state variables, thrust and velocity (or altitude) are considered the control variables, and range is the independent variable. The first-order dynamics or rates are represented by the rate of change in the energy and fuel with respect to a change in range. The hodograph3 is formed by determining the boundary of reachable rates for admisible values of the control variables at a given energy value (the rates are independent of the fuel). The steady-state cruise fuel performance is given by the value of the fuel mass rate where the hodograph crosses the zero energy rate axis. If the hodograph is not convex so that a straight line tangent to two points on the hodograph (called the convex hull3) crosses the zero energy rate axis at a smaller value of fuel mass rate than does the hodograph, then the control variables at the points of tangency are used to form a chattering control sequence which theoretically will improve fuel performance over the steadystate cruise path. This chattering sequence, first discussed in Ref. 1, is an unrealizable infinite frequency control sequence between two thrust levels and two altitude and velocity points on the energy manifold where the aircraft is aerodynamic or propulsion efficient. This chattering cruise is also referred to as the relaxed steady state cruise in Ref. 2. Since velocity and altitude chattering is unrealizable, altitude has been added as a state variable in Ref. 4 and thrust and flight path angle are considered the control variables. In Ref. 4 the small angle approximation applied to the flight path angle results in flight path angle and thrust appearing linearly in the aircraft dynamic model and cost function. These control variables which lie interior to their admissible control sets along the extremizing steady-state cruise path form what is called a doubly singular arc in the calculus of variations.5'6 By applications of the matrix generalized Legendre-Clebsch condition due to Robbins, 7 it is demonstrated in Ref. 8 that the steady-state cruise path is not minimizing.."
flat earth,Outlines of Radio Waves and Troposphere General Perspective Troposphere The Effective Earth's Radius Radio Link Classification of Radio Waves according to Propagation Mechanism Radio Refractivity and Delay through the Atmosphere Tropospheric Aerosols Rain Characteristics Propagation of Radio Waves: An Outline Introduction Power Gain of Directional Aerial Free Space Field Due to Directional Transmitting Aerial Power at the Receiving Directional Aerial Free Space Transmission Loss Radio Waves in Neutral Atmosphere When Is a Medium a Conductor or Dielectric? Wave Polarization Reflection and Interference of Radio Waves Introduction Reflection of Radio Waves: An Outline Plane Wave at Dielectric Interface Reflection Coefficient for Flat Smooth Earth Field Strength Due to Reflection from Flat Earth Effect of the Earth's Curvature: Spherical Earth Mechanism of Ground Wave Propagation Radio Refraction and Path Delay Introduction Radius of Curvature of the Ray Path Refractivity Is Complex and Frequency Dependent Turbulence-Induced Scintillation Microwave Propagation through Tropospheric Turbulence Propagation over Inhomogeneous Surface Tropospheric Ducting Propagation Delay through the Atmosphere Absorption of Microwaves Introduction Absorption Coefficient Microwave and Millimeter Wave Absorption in the Atmosphere Centrifugal Distortion Water Vapor Absorption at 22.235 GHz Water Vapor Absorption at 183.311 GHz Water Vapor and Microwave Attenuation Choice of Frequency Attenuation Studies in 50-70 GHz Band Attenuation Studies at 94 GHz Rain Attenuation and Its Application at Microwaves Introduction Radiometric Estimation of Rain Attenuation ITU-R Rain Attenuation Model and Its Applicability Raindrop Size Distribution in the Tropics Attenuation by Hydrometeors Other than Rain Snow Hail Fog Aerosols Clouds: Nonprecipitable Liquid Water Microwave Radiometric Estimation of Water Vapor and Cloud Liquid Effect of Water Vapor and Liquid Water on Microwave Spectra Cloud Radar Appendix: Mean Atmospheric Temperature at Microwaves and Millimeter Waves in Clear Air Environment
flat earth,"A theoretical determination of the path loss in radio propagation through jungle is obtained by considering the jungle as a homogeneous conducting dielectric slab on a flat earth. An exact integral is obtained for the vertical component of the electric field within the jungle due to a vertical electric dipole within the jungle. An analytic evaluation of the integral leads to an approximate expression for the field and an estimate of the error. When this accuracy is insufficient, a numerical evaluation of the integral is performed. The combination of analytic and numerical techniques leads to the evaluation of the electric field and thereby path loss to any accuracy desired. Experimental measurements of path loss in a Thailand jungle are compared with the calculations. The results agree within a standard deviation of 6 dB when the jungle conductivity is taken as 0.15 mmho/m."
flat earth,"A method is presented for reconstructing the 3-D geometry of a road from a single image of the road. This problem has an infinity of solutions unless restrictive hypotheses about geometric characteristics of this road are assumed. The road is modeled as a space ribbon defined by a spine (centerline) and generators (cross-segments) which are horizontal line segments cutting the spine at their midpoint at a normal angle. Properties of two neighboring generators of such a ribbon are examined; if a generator is known, a neighboring generator is completely defined if one of its ends is known. The proposed method uses this property to reconstruct the visible part of the world road, by iteratively finding a series of generators. This method is tested against a simple method which assumes that the ground is flat (""Flat Earth assumption""), and against another method which uses vanishing points."
flat earth,"Summary Dykes from four sections across the axis of the Skye regional swarm have been analysed for major elements, Nb, Rb, Sr, Y, Zr, and rare-earth elements. 70 % of the dykes are characterized by relatively high CaO (11–12%), and low abundance of elements such as TiO2 (∼1%), K2O (0·05–0·20 %), Zr (30–60 ppm), with a light-rare-earth depleted chondrite normalized pattern. The remainder of the swarm comprises dykes equivalent in composition to the Skye Main Lava Series and dykes belonging to a further magma type distinguished by a flat chondrite normalized rare-earth pattern. The high-calcium, low-alkali tholeiite dykes are confined to a narrow persistent zone forming the major axis of dilation of the swarm; other basaltic dykes are axially less persistent and have a wider lateral distribution. The more evolved dykes tend to be restricted to central Skye."
flat earth,"This paper introduces a new algorithm for quickly answering repetitive least-cost queries between pairs of points on the Earth's surface as represented by digital topographical maps. The algorithm uses a three-step process; preprocessing, geometrically modified Dijkstra search, and postprocessing. The preprocessing step computes and saves highly valuable global information that describes the underlying geometry of the terrain. The search step solves shortest path queries using a modified Dijkstra algorithm that takes advantage of the preprocessed information to ""jump"" quickly across flat terrain and decide whether a path should go over or through a high-cost region. The final step is a path improvement process that straightens and globally improves the path. Our algorithm partitions the search space into free regions and obstacle regions. However, unlike other algorithms using this approach, our algorithm keeps the option of passing through an obstacle region."
flat earth,"
 Tables for spectral displacements of seismic surface waves from shear dislocations in flat multilayered earth models were prepared. Earth response functions for seven modes (R11, R21, R12, L0, L1, L2, L3) at six periods (300 sec, 250 sec, 200 sec, 150 sec, 100 sec, 50 sec) and three paths (continental, oceanic, shield) were calculated for the source-depth range of 10 to 600 km at intervals of 5 km until 200 km, and thereafter at intervals of 10 km. Ground motion is given in micron-seconds for the three fundamental shear dislocations, each of strength U0dS = 103 (m × km2) and a delta-function time-dependence.
 The tables provide the means for rapid evaluation of source parameters from spectral radiation patterns of amplitudes and initial phases."
flat earth,"─ Model validation, data verification, and code calibration (VV&C) in applied computational electromagnetics is discussed. The step by step VV&C procedure is given systematically through canonical scenarios and examples. Propagation over flat-Earth with linearly decreasing vertical refractivity profile, having an analytical exact solution, is taken into account as the real-life problem. The parabolic wave equation (PWE) is considered as the mathematical model. MatLab-based numerical simulators for both the split step Fourier and finite element implementations of the PWE are developed. The simulators are calibrated against analytical exact and high frequency asymptotic solutions. Problems related to the generation of reference data during accurate numerical computations are presented. Index Terms ─ Calibration, finite elements method, geometric optics, groundwaves, mode method, narrow angle, parabolic equation method, propagation, split step parabolic equation method, validation, verification, wide angle."
flat earth,"An expression is derived for the mutual impedance between two short vertical antennas on a flat earth with a straight boundary separating two media of differing electrical constants. After making some approximations that are valid at low and medium frequencies and where the antennas are not near the boundary, the integral formula for the field is evaluated for a wide range of the parameters. The numerical results computed in this paper are shown to be in reasonably good agreement with experiment. Finally, the effect of the obliqueness of the boundary is considered by a refinement of the stationary phase evaluation of the integrals."
flat earth,"An extension of Taylor's (1960) circular aperture pattern synthesis technique permits the generation of a flat-topped beam that is rotationally symmetric, surrounded by ring side lobes of controllable height, with the ripple amplitude also controllable. The corresponding continuous aperture distribution can be made pure real by appropriate root-pairing, which makes the results applicable, via sampling, to resonantly-spaced waveguide slot arrays. A one-dimensional linear stretch extends the results to rectangular grid planar arrays possessing an elliptical boundary. In that case the pattern is a flat-topped beam with an elliptical contour, surrounded by ring side lobes also of elliptical contour, but with amplitude and side lobe level still controlled. The principal application is to space vehicle communication systems required to place a footprint pattern on a selected portion of the Earth's surface."
flat earth,"Often the meaning of scientific concepts conflicts with an everyday perspective of events, and individuals (whether child or adult) encounter “critical barriers” in grasping them. Two dimensions contributing to the unobvious meaning of scientific concepts are the problem of scale and the nature of inference about events unobserved. These problems are especially apparent in the teaching of earth science ideas. For example, the flat earth perspective and the common perception of a minimally changing geologic environment, repeatedly pose obstacles to understanding frame of reference thinking and to perceiving the amount of change through geologic time. Children and adults struggle with similar problems as they attempt to progress in understanding the meaning of “unobvious” scientific conceptions."
flat earth,"Sections through an oceanic plateau are preserved in tectonic slices in the Western Cordillera of Ecuador (South America). The San Juan section is a sequence of maficultramafic cumulates. To establish that these plutonic rocks formed in an oceanic plateau setting, we have developed criteria that discriminate intrusions of oceanic plateaus from those of other tectonic settings. The mineralogy and crystallization sequence of the cumulates are similar to those of intra-plate magmas. Clinopyroxene predominates throughout, and orthopyroxene is only a minor component. Rocks of intermediate composition are absent, and hornblende is restricted to the uppermost massive gabbros within the sequence. The ultramafic cumulates are very depleted in light rare-earth elements (LREE), whereas the gabbros have flat or slightly enriched LREE patterns. The composition of the basaltic liquid in equilibrium with the peridotite, calculated using olivine compositions and REE contents of clinopyroxene, contains between 16% and 8%..."
flat earth,"Abstract : New formulas for the electric and magnetic fields produced by the four elementary dipole antennas have been derived for the air-to-air, subsurface-to-air, air-to-subsurface, and surface-to-surface propagation cases. These formulas are of rather simple form and reduce to previously derived results when either (1) the measurement distance is much less than a free-space wavelength, (2) the Sommerfeld numerical distance is small, or (3) the measurement distance is much greater than a free-space wavelength. These are valid at any frequency and at any range beyond a certain minimum distance for the flat-earth case"
flat earth,"THE VARIOUS cosmological models along history are briefly reviewed. The evolution of the ideas may be understood as successive models such as the flat earth, the geocentric models as well as the heliocentric and the galacto-centric ones. In the last century, a concept was developed, the big-bang theory, that describes the most sophisticated observations on hand today and shows that the universe had an origin that can be search with scientific methods. In recent decades this model was refined to a new concept: inflation. By the end of the century and millenium new discoveries showed that all known matter is only the tip of the iceberg in a universe dominated by dark energy and dark matter whose natures remain mysterious."
flat earth,"Two-dimensional (2D) and three-dimensional (3D) model tests of tunnel excavation with nearby existing foundation are carried out to investigate the influence of the existing foundation due to the interaction between ground and the existing structures. Three types of foundations: flat foundation, group-pile foundation and piled raft are considered. 2D and 3D finite element analyses using subloading tij model are also conducted. The deformation mechanism and distribution of earth pressure during tunnel excavation in the ground with nearby foundation are found to be different from those of green field condition. Surface settlement trough due to tunnel excavation in the ground with existing foundation does not follow the usual pattern of a Gaussian distributive curve, which can be observed in the case of green field. Especially, in the case of pile foundation, Dp, the distance between pile tip and tunnel is an important factor for the ground deformation and surface settlement. For a short distance Dp, although the length of pile is long, the ground deformation is concentrated at a place near the front pile and the rotation of foundation becomes larger. The maximum surface settlement in the case of existing foundation is also larger than those in the case of green field. Due to the existing foundation, unsymmetrical distributions of earth pressure occurred at the bottom of the ground due to tunnel excavation, both in model tests and numerical analyses. The earth pressure at the crown of tunnel in the case of existing foundation is almost the same as those in the case of green field. The arching at the shoulder of tunnel in the case of existing foundation, however, is much larger than those in the case of green field due to the dead load exerted on the foundation. The numerical results agree well with the results of the model tests."
flat earth,"Reported are the synthesis and the structural characterization of a new derivative of the RE5Tt4 family (RE = Rare-earth; Tt = Tetrel, = Si, Ge, i.e., group 14 element), Yb5-xMgxGe4 (x approximately 1). Crystal data for Yb4.04(1)Mg0.96(1)Ge4 at 23 degrees C: orthorhombic, space group Pnma (No. 62), Z = 4; a = 7.155(2) A, b = 14.769(5) A, c = 7.688(2) A; V = 812.5(4) A3. This phase is an example of a substitution of lanthanide metal (Yb) with a nonmagnetic element (Mg) within this structure type. Its structure can alternatively be described as an intergrowth of the hypothetical Yb2MgGe2, which features flat infinite [MgGe2]4- layers and the hypothetical YbGe with [Ge2]6- dimers. The flat [MgGe2]4- layers propagate in two dimensions (a and c), and they are offset by a distance of 1/4.a with respect to one another and are interspaced with layers of [Ge2]6- dimers and Yb cations filling the space between them. According to the structural and physical property data, Yb4MgGe4 is a heterogeneous mixed-valent compound, i.e. a system where one of the two symmetry-inequivalent Yb sites has atoms in closed-shell Yb2+ configuration, whereas the Yb3+ cations occupy a different crystallographic site."
flat earth,"A plane-wave analogue model for studying the effect that various geological structures have on the natural electromagnetic variations observed at the surface of the earth is discussed. The validity of the model is discussed, and measurements of amplitudes and phase angles are obtained for a model flat earth and for cylindrical bodies embedded in the surface layer."
flat earth,"[1] This article presents the estimates for UHF radar volume scattering coefficient of auroral electrojet irregularities based on previous measurements of absolute radar scattering coefficients and in situ rocket spectra. Both estimates indicate that a low-earth–orbiting nanosatellite with a 0-dB gain UHF antenna will be sensitive to bistatic scatter into space from the irregularities illuminated by the ground-based Poker Flat Incoherent Scatter Radar (PFISR). It is also shown that the change of scattering geometry due to the satellite motion is sufficiently slow to “lock on” the target. That is, the satellite will acquire a statistically large number of samples in a sufficiently small time window to resolve the scattering signal power as a function of the Bragg scattering angle with respect to the magnetic field lines."
